,vx,vy,vrz,rot_g,rot_d,image,x,y,alpha
24,0.07373206540824746,0.006790212496970063,-0.16287911394110227,44.89597406940323,-44.07693252617976,024.png,1.214498709497592,1.7281146779328969,0.15817028650147913
25,0.08313044002961172,-0.00313047717796859,-0.1841444320505498,46.83822172962396,-45.06771460886855,025.png,1.2863946473019992,1.728084467890126,-0.05670702244396652
26,0.07600682983047996,-0.015007873472278003,-0.28857835625622924,48.44140691074433,-45.877927617593876,026.png,1.3604325598622207,1.7167127956361499,-0.2733880816405252
27,0.060105747855755155,-0.03268148930083544,-0.22374372840042187,50.66004379639651,-47.04049646181887,027.png,1.431147420359844,1.6950163173995425,-0.5170539257711285
28,0.05886065890514052,-0.055906545263119375,-0.27725451322923766,52.92578293220513,-48.1024439326742,028.png,1.4932526875160221,1.6525307189811902,-0.7530266718707858
29,0.0363946823776878,-0.055591442366265786,-0.14676862476156816,54.799976535366355,-49.06293528345471,029.png,1.5384523596957218,1.5983769545754474,-0.9454653524623182
30,0.02907630441404499,-0.07015049529063877,-0.12023518051696994,57.152920013131926,-50.39719681234987,030.png,1.5706704734168728,1.5308972756736594,-1.1366693028507753
31,0.005011912547492,-0.06294229649001373,-0.2096245505255092,59.54572103982575,-51.68536096709452,031.png,1.5857381827478303,1.4588277075569318,-1.3349830395968774
32,-0.0005807383490109147,-0.07443812551744672,-0.2245944390065731,61.59455165904339,-52.75658804403467,032.png,1.5875755934832283,1.385337936423558,-1.5466811471570838
33,-0.009977230357402472,-0.05627677796753892,-0.1531378604482273,63.37065071684186,-53.639760206057026,033.png,1.5824632564856527,1.3132492894972088,-1.7644100633839535
34,-0.030734200294486175,-0.07675010548330502,-0.24892366162322183,65.54428975637474,-54.70256673575158,034.png,1.566961153887938,1.2400379448007928,-2.0101276100345
35,-0.05203187189016777,-0.06443695844380892,-0.047940648711492756,67.88073108506666,-55.79885652009406,035.png,1.5314692003315356,1.1744944275602605,-2.2485513179015495
36,-0.028126691057044195,-0.07271488722071999,0.18963431624362093,69.0973223973944,-58.10508755434923,036.png,1.4958299918377156,1.1129670715074749,-2.0376802480327374
37,-0.012353279434509633,-0.0750722301777551,0.2324512279790266,70.33504265152061,-60.35891746482365,037.png,1.4769551483089751,1.0443871075916018,-1.8312654170405693
38,-0.002562433836439388,-0.0715307971254213,0.24326676349729415,71.28028335991252,-62.452738592844746,038.png,1.4713620570668005,0.9726551553988331,-1.5990397785740442
39,0.008365126540726374,-0.07297784175504121,0.30302769020118775,72.15950627691423,-64.28424889118405,039.png,1.4777678321761636,0.8998485809584432,-1.3589038293692204
40,0.024594108800650293,-0.06663394399148104,0.2663675917815582,73.14600553865115,-66.53716875848536,040.png,1.4970176396032184,0.8274915047333408,-1.0991842253627317
41,0.05710505141200568,-0.06550064666134066,0.18955884607777024,74.27366826199831,-68.77313610863632,041.png,1.534335776030154,0.7648471984049517,-0.8403108223474076
42,0.04269477017530299,-0.03646649275951758,0.32367390118777595,75.15772382276128,-70.29639888637425,042.png,1.5858894722841819,0.7171423948678242,-0.6297179711868989
43,0.07594349173498628,-0.02503996792894062,0.22638425791460645,76.26580422292288,-72.36260736604274,043.png,1.650070278333047,0.6842225743345044,-0.42543934767349334
44,0.06844822685202852,-0.012105239432942718,0.21683641372856577,77.44868889034349,-74.68407467021831,044.png,1.7193307957955692,0.6696512021724608,-0.21655429314120486
45,0.08283276203454816,0.002224735086683158,0.21554041780779445,78.39628271263773,-76.6792682754221,045.png,1.7908796001357714,0.666241996654046,0.014449295236000107
46,0.059765749515122805,0.015845548682710216,0.3193060070093822,79.18450325029008,-78.50397877890671,046.png,1.859466847637365,0.6747140387670313,0.2748438292859714
47,0.05969074170162441,0.032587617503751734,0.25439176487106285,80.2401349022139,-80.83418898362781,047.png,1.9306405262061384,0.6988829994507836,0.5448694674760053
48,0.05006846499784119,0.04879227948424277,0.1718289628718654,81.26051070624904,-83.07531574332366,048.png,1.9928172643516222,0.7436817247974438,0.7898834559764326
49,0.03564959809265472,0.06856916759296192,0.12309916673615931,82.19664871885253,-84.98091092787459,049.png,2.0346321198164667,0.7978262129325847,1.0107225306079033
50,0.010242284774378274,0.07118725460729997,0.24539880862892863,83.49870078662217,-87.49257391224084,050.png,2.061301833127793,0.8655871966803111,1.2173336699166688
51,0.011224397759901717,0.08419083981386989,0.11081557797116982,85.25219264150842,-89.79507054296158,051.png,2.07687418665732,0.9483270526140153,1.31337731472202
52,0.004900345274217862,0.08986152459922045,0.13658685372051377,86.74544598830528,-92.01805979300258,052.png,2.0853265790094198,1.0332508211293443,1.4205336883536532
53,0.0002193018845150301,0.08191573092797302,0.12114097165371567,88.17138935657071,-93.99978014049914,053.png,2.0887508628972,1.1175274509073851,1.5382531674105238
54,-0.0015671041749964192,0.0951700567786311,0.1451992789789627,89.58477859815888,-95.91039197363028,054.png,2.086555293142773,1.2031103806806016,1.6665807525410523
55,-0.009377606060380019,0.09167456202813465,0.14497404927130758,90.99316173403814,-98.04084615140849,055.png,2.077596706163083,1.2899736026912567,1.8105129939232145
56,-0.025253058986278866,0.07914531298486384,0.13905695196515422,92.48991420666825,-100.33989829607613,056.png,2.060069916403609,1.373622533585036,1.9550776967755512
57,-0.038109919056142263,0.08388670321399938,0.11991659652501944,94.19433929540568,-102.73306676796837,057.png,2.0284194696082043,1.4569193519156134,2.0958974123616065
58,-0.0527149560500931,0.06982445811644487,0.1540136779112121,95.98615726860436,-105.19651300569353,058.png,1.983746637182621,1.533581108865224,2.2315492446052776
59,-0.0483577133564733,0.05050623886380085,0.2752253309187758,97.30842696398143,-107.08909788408045,059.png,1.9258305165348273,1.6030444925820273,2.349249579477031
60,-0.06387038955270131,0.055617654050036595,0.07347145284321752,98.52714523881144,-108.87355999185421,060.png,1.864746550278177,1.6595382687917224,2.4531859222397268
61,-0.0639826085837903,0.04018205910909689,0.09064614953915746,100.14225581408081,-110.93965026187344,061.png,1.7945315998239528,1.70872834026921,2.5574944892556566
62,-0.08117864673783175,0.03648941175640451,0.06880310515114636,102.05004696583966,-113.46806953630178,062.png,1.7176836588485662,1.7480643142983296,2.656080392905745
63,-0.0862675504826373,0.020649419302504305,0.07900112484913233,103.9783203217437,-115.81564180040506,063.png,1.636029728913026,1.777354851812807,2.755105259318135
64,-0.08329295620800432,0.018656818103039787,0.04983453183088367,105.76702851747763,-118.19102521767385,064.png,1.5528125642249906,1.7957837501263587,2.8515866476504605
65,-0.08263801275222091,0.010848666737109578,0.10641017441496235,107.37797411014722,-120.45320868077512,065.png,1.4684284418856195,1.806848991372493,2.948134409610269
66,-0.09062247822670151,0.0018249222946413995,0.11405722880752858,108.82634918266888,-122.52703192579806,066.png,1.3851313562186296,1.811574683944626,3.0607041814466704
67,-0.08191123607964958,-0.0036994845905639114,0.11466683734680543,110.2566302366234,-124.43315440513918,067.png,1.2988442930380446,1.8120694151229393,-3.0970819599905677
68,-0.09879870003071817,-0.00920811086991753,0.17333558787711398,111.64838804822956,-126.38957355523208,068.png,1.2128853517832867,1.8057189746141176,-2.961645331804442
69,-0.07230081411397743,-0.015852872584128642,0.1447892607371832,113.13221440310164,-128.7487040804986,069.png,1.126381549933798,1.792475436744204,-2.8127381907408098
70,-0.08007791681819353,-0.034654505673657555,0.1564756160886695,114.80886989950528,-131.12085768590123,070.png,1.0434282708895302,1.766904428481494,-2.6696871955950803
71,-0.07673048888868934,-0.04799736868359642,0.12647546513966587,116.56478250620698,-133.49152552581756,071.png,0.9638670263559088,1.7266694078712728,-2.531182827772662
72,-0.06755194734113358,-0.07028983844160143,0.1491143903470059,118.3483840688869,-135.8187139657904,072.png,0.8923960137238435,1.6738872615505187,-2.39786516475675
73,-0.04690578678409505,-0.048494063679229794,0.13572078516790537,119.58234975189892,-137.50049791994027,073.png,0.8320988719457876,1.6122324964622665,-2.2812405578387325
74,-0.04599926855483717,-0.06637530037616228,0.13032346838195008,120.94725510467444,-139.2714276908837,074.png,0.7822959808914364,1.5450952399171844,-2.16666054945708
75,-0.03745580877971647,-0.07906200906608893,0.03475481149134731,122.8497350794157,-141.63191992030698,075.png,0.7418749390050386,1.468926263947926,-2.0648220056957047
76,-0.019929956724665583,-0.08167095236744933,0.10939356494371667,124.78647850155929,-144.09248011475447,076.png,0.7124613252595633,1.3886936899641138,-1.967842624001961
77,-0.017374545978564856,-0.07863828823805262,0.02439206853083149,126.57685823100444,-146.44776310909478,077.png,0.692679388714156,1.3052515134563891,-1.8727833142554873
78,-0.012190850020448016,-0.07621101025006766,0.1565969522687461,128.18008637860876,-148.72858701749362,078.png,0.6808674059577954,1.2211920880528828,-1.7746862240694157
79,0.00021721872840348204,-0.08289051507016146,0.09290034885515196,129.67019540656,-150.76835405784945,079.png,0.675493725877376,1.1366052400117255,-1.6664717225751005
80,0.0037142651299945442,-0.08132779767032439,0.15864002461804774,131.0888576016054,-152.67814527337174,080.png,0.6739928906767897,1.0511851037388522,-1.542105562237613
81,0.007316060871417924,-0.09223907013545095,0.1325450424843305,132.45820019197197,-154.68262724006695,081.png,0.6795690409882705,0.9649878135426927,-1.3987805035693468
82,0.020797291612998682,-0.08495477371847605,0.1325124851503811,133.90120276461147,-156.941107067227,082.png,0.6920070702310415,0.8803915403586099,-1.2507197897318458
83,0.03386330571340862,-0.08379498691085932,0.1312607491643506,135.56480746000528,-159.2844842015439,083.png,0.7172719118382896,0.7958620573272953,-1.107705132440968
84,0.03743174317423667,-0.06708507245676625,0.13737594247667778,137.28883672852334,-161.63586834135813,084.png,0.7566362439287875,0.7157518069298232,-0.9702723219484356
85,0.057738334980117496,-0.07210678840874621,0.04622944121025582,139.02684949725912,-163.98927830396747,085.png,0.8082775687122078,0.6437118422095325,-0.8406515972964297
86,0.057584786390218586,-0.05211140112083279,0.15215088761596157,140.32041229802329,-165.72080080477286,086.png,0.8707415750526191,0.5796430847114544,-0.7254150683083567
87,0.0742666634744684,-0.04943607993601986,0.1233121805812322,141.49103479551886,-167.21332382140943,087.png,0.9349032466218066,0.528785100701597,-0.6224761205171191
88,0.07572979897914116,-0.03786451712278986,0.11968863513531615,143.1594793492929,-169.3399754005575,088.png,1.008537977130929,0.4864516998728578,-0.5105332505948913
89,0.08112453298592129,-0.025978954496235485,0.009505268444159935,145.03573759430628,-171.77069952967648,089.png,1.0891906171797756,0.4545544299546708,-0.4138322650802497
90,0.08716122716274219,-0.01751554763448863,0.10832661323263955,146.89929362617983,-174.23002979915165,090.png,1.1724821166947703,0.43344502251454875,-0.3172481978718125
91,0.08120406359756104,-0.012296985267697786,0.08624104239261221,148.54203580864308,-176.53671555415158,091.png,1.256149429708698,0.42085455928542437,-0.225762600908323
92,0.07477740869241302,-0.004030018905901812,0.08454526304300375,149.99549107186374,-178.64968612461595,092.png,1.339965045616799,0.4140105917621909,-0.11681146560065436
93,0.08399832248403132,0.0011443849773639652,0.1027373235402736,151.42645422395802,-180.57756033530933,093.png,1.4243228927646356,0.4117788326914524,0.002075021823157915
94,-0.10489263138915138,-0.001857591828063943,-0.03066912141950443,149.46233665009655,-178.5906767386864,094.png,1.3220373147476354,0.41173838905683485,-0.0029208720207404342
95,-0.0999802500045008,-0.0005025999434872981,0.0011265740517840063,147.48900547935528,-176.61742644901625,095.png,1.2215803633831983,0.41179612059562404,-0.002958507497249005
96,-0.0979618089796011,0.0052659406825602325,0.03984267619534289,145.49719850455892,-174.64606972558803,096.png,1.1207570648619731,0.4118986634320063,0.0020529842151713533
97,-0.0999274461744697,0.001164798974142566,0.03342290265852048,143.5175263099748,-172.6581486331097,097.png,1.0204216678803077,0.4116919792537648,0.0004256899791916262
98,-0.10242285416701412,5.008950702553919e-05,-0.00013235017068154555,141.53347418964884,-170.66229342234558,098.png,0.9209263179636666,0.41164564268595955,-0.0024151322919978985
99,-0.0988159257880143,0.001997022356414325,0.007147856880506179,139.53966898148545,-168.6737355465986,099.png,0.8182614424200089,0.4119495805953779,-0.0010184236120991184
100,-0.10238080920477685,-0.005909677067535917,-0.035133606739326584,137.5464631752662,-166.6921104759023,100.png,0.7158365828469873,0.4119449635739203,0.0019496985841515539
101,-0.09699101280204499,-0.0006363388473492166,0.0011171477330320003,135.56077253169678,-164.71282802576243,101.png,0.6161727088247603,0.41168223865108433,0.0037197762246148885
102,-0.09785211385544518,-0.0024052443627331777,-0.025239589479494368,133.57160130595543,-162.71781248921857,102.png,0.5136809138039166,0.41120137849568583,0.0022515570219421334
103,-0.09969069507297552,-0.0019671034584220746,-0.0005473608185366417,131.58073475467577,-160.72943440690406,103.png,0.41210841034014245,0.410819255756039,0.002962126279329711
104,-0.10861189846751121,-0.002563123706499982,0.0014700192319191893,129.5876088562079,-158.73788380590403,104.png,0.3116186988073002,0.41056082222680895,0.0034565975658738726
